election_id,report_date,county,county_id,registered_voters,in_person_votes_on_date,total_in_person_votes,total_mail_votes,roster_available,source
58315,2026-05-26,PANOLA,183,17778,0,942,81,true,civix
58315,2026-05-26,PARKER,184,130559,0,9353,694,true,civix
58315,2026-05-26,PARMER,185,4514,0,132,14,true,civix
58315,2026-05-26,PECOS,186,8352,0,1071,32,true,civix
58315,2026-05-26,POLK,187,43755,0,4357,431,true,civix
58315,2026-05-26,POTTER,188,58180,0,2180,413,true,civix
58315,2026-05-26,PRESIDIO,189,4445,11,36,3,true,civix
58315,2026-05-26,RAINS,190,9615,0,770,34,true,civix
58315,2026-05-26,RANDALL,191,101225,0,5646,896,true,civix
58315,2026-05-26,REAGAN,192,1810,0,165,8,true,civix
58315,2026-05-26,REAL,193,2677,0,106,11,true,civix
58315,2026-05-26,RED RIVER,194,8568,0,498,14,true,civix
58315,2026-05-26,REEVES,195,7914,0,58,13,true,civix
58315,2026-05-26,REFUGIO,196,4899,0,253,19,true,civix
58315,2026-05-26,ROBERTS,197,719,28,83,6,true,civix
58315,2026-05-26,ROBERTSON,198,12676,0,860,40,true,civix
58315,2026-05-26,ROCKWALL,199,91415,0,6710,366,true,civix
58315,2026-05-26,RUNNELS,200,6747,0,347,40,true,civix
58315,2026-05-26,RUSK,201,34312,0,1635,0,true,civix
58315,2026-05-26,SABINE,202,8376,0,855,56,true,civix
58315,2026-05-26,SAN AUGUSTINE,203,5982,0,477,25,true,civix
58315,2026-05-26,SAN JACINTO,204,20879,0,1637,113,true,civix
58315,2026-05-26,SAN PATRICIO,205,45208,0,558,103,true,civix
58315,2026-05-26,SAN SABA,206,3767,0,250,31,true,civix
58315,2026-05-26,SCHLEICHER,207,1768,0,163,17,true,civix
58315,2026-05-26,SCURRY,208,9225,0,708,41,true,civix
58315,2026-05-26,SHACKELFORD,209,2441,0,206,31,true,civix
58315,2026-05-26,SHELBY,210,16349,0,636,62,true,civix
